budget;company;country;director;genre;gross;name;rating;released;runtime;score;star;votes;writer;year
0;Broadway Pictures;USA;Daniel Petrie;Family;99796830;Lassie;PG;34537;94;59;Helen Slater;4198;Eric Knight;1994
0;Stéphan Films;France;Gérard Corbiau;Biography;21229480;Farinelli;R;34775;111;69;Stefano Dionisi;5412;Andrée Corbiau;1994
0;Touchstone Pictures;USA;Gillies MacKinnon;Drama;34287740;A Simple Twist of Fate;PG-13;34579;106;63;Steve Martin;4420;George Eliot;1994
23000000;American Playhouse;USA;Hal Hartley;Comedy;8564220;Amateur;R;34838;105;70;Isabelle Huppert;4804;Hal Hartley;1994
300000000;Kouf/Bigelow Productions;USA;Bruce Beresford;Drama;31806740;Silent Fall;R;34635;100;59;Richard Dreyfuss;3114;Akiva Goldsman;1994
0;CiBy 2000;France;Charles Burnett;Crime;33136330;The Glass Shield;PG-13;34852;109;66;Michael Boatman;2960;Charles Burnett;1994
32000000;Barcelona Films;USA;Whit Stillman;Comedy;72669730;Barcelona;PG-13;34544;101;70;Taylor Nichols;4843;Whit Stillman;1994
105000000;Nelson Entertainment;USA;Floyd Mutrux;Comedy;1235090;There Goes My Baby;R;34579;99;64;Dermot Mulroney;902;Floyd Mutrux;1994
0;Walt Disney Pictures;USA;Ken Olin;Adventure;88788390;White Fang 2: Myth of the White Wolf;PG;34439;100;54;Scott Bairstow;1764;David Fallon;1994
0;Bay Kinescope;UK;David Mamet;Drama;1246930;Oleanna;NOT RATED;34642;89;67;William H. Macy;2499;David Mamet;1994
300000000;Baltimore Pictures;USA;Barry Levinson;Crime;36928740;Jimmy Hollywood;R;34423;112;53;Joe Pesci;2702;Barry Levinson;1994
0;Ardican Films;UK;Michael Austin;Comedy;30216290;Princess Caraboo;PG;34593;97;60;Phoebe Cates;2187;Michael Austin;1994
440000000;Columbia Pictures Corporation;USA;James L. Brooks;Comedy;102091110;I'll Do Anything;PG-13;34369;115;56;Nick Nolte;2180;James L. Brooks;1994
150000000;Universal Pictures;USA;Mel Smith;Comedy;12990600;Radioland Murders;PG;34628;108;62;Brian Benben;2920;George Lucas;1994
2000000;Acme Films Ltd.;USA;Gary Jones;Horror;9863140;Mosquito;R;34659;92;46;Gunnar Hansen;1715;Tom Chaney;1994
0;Australian Film Finance Corporation (AFFC);Australia;Geoff Burton;Comedy;7664640;The Sum of Us;R;34766;100;74;Jack Thompson;4544;David Stevens;1994
0;Percy Main;UK;Mike Figgis;Drama;4644230;The Browning Version;R;34619;97;73;Albert Finney;2624;Terence Rattigan;1994
0;Caravan Pictures;USA;Martha Coolidge;Comedy;93983080;Angie;R;34397;107;54;Geena Davis;1838;Avra Wing;1994
0;Channel Four Films;USA;Louis Malle;Comedy;17460500;Vanya on 42nd Street;PG;34626;119;75;Wallace Shawn;3622;Anton Chekhov;1994
0;British Columbia Film Commission;Canada;Mina Shum;Drama;7593930;Double Happiness;PG-13;34908;87;72;Sandra Oh;961;Mina Shum;1994
150000;Can I Watch;USA;Rose Troche;Drama;24083110;Go Fish;R;34523;83;56;V.S. Brodie;1742;Rose Troche;1994
107000000;Orion Pictures;USA;Bill Fishman;Comedy;12380800;Car 54, Where Are You?;PG-13;34362;89;24;David Johansen;4018;Nat Hiken;1994
0;Good Machine;USA;Kelly Reichardt;Drama;85340;River of Grass;NOT RATED;34985;76;65;Lisa Bowman;626;Jesse Hartman;1994
0;British Screen Productions;UK;Brian Gilbert;Biography;5385340;Tom & Viv;PG-13;34670;100;65;Willem Dafoe;1357;Michael Hastings;1994
10000000;Kino Link Company;USA;Michael Almereyda;Drama;4469340;Nadja;R;34943;93;60;Elina Löwensohn;2586;Michael Almereyda;1994
0;Ima Films;France;André Téchiné;Drama;9179150;Wild Reeds;NOT RATED;34829;110;76;Élodie Bouchez;4397;Olivier Massart;1994
0;Channel Four Films;UK;Ken Loach;Drama;1524570;Ladybird Ladybird;R;34700;101;75;Crissy Rock;2568;Rona Munro;1994
192000000;Walt Disney Pictures;USA;Xavier Koller;Adventure;33376850;Squanto: A Warrior's Tale;PG;34635;102;61;Adam Beach;939;Darlene Craviotto;1994
0;Cineplex-Odeon Films;Canada;Bruce McDonald;Comedy;3048520;Dance Me Outside;R;34768;84;73;Ryan Rajendra Black;957;John Frizzell;1994
0;Canal Plus;Italy;Roberto Benigni;Comedy;6420000;The Monster;R;35174;112;75;Roberto Benigni;8177;Vincenzo Cerami;1994
0;Abbas Kiarostami Productions;Iran;Abbas Kiarostami;Drama;403000;Through the Olive Trees;G;34724;103;78;Mohamad Ali Keshavarz;4232;Abbas Kiarostami;1994
0;Canal+;France;Hervé Palud;Adventure;10000000;Little Indian, Big City;PG;34682;100;56;Thierry Lhermitte;3362;Philippe Bruneau;1994
180000000;Metro-Goldwyn-Mayer (MGM);USA;Mick Jackson;Comedy;75031920;Clean Slate;PG-13;34460;107;57;Dana Carvey;3264;Robert King;1994
0;Aurora Productions LLC;USA;Leonard Nimoy;Comedy;7132340;Holy Matrimony;PG-13;34432;93;51;Patricia Arquette;1113;David Weisberg;1994
0;Neue Constantin Film;Germany;Sönke Wortmann;Comedy;3665060;Maybe... Maybe Not;R;35258;93;66;Til Schweiger;5089;Sönke Wortmann;1994
200000000;Capitol Films;South Africa;Bruce Beresford;Comedy;23083900;A Good Man in Africa;R;34586;94;50;Colin Friels;2032;William Boyd;1994
0;Arena Films;France;Claire Denis;Drama;1110150;I Can't Sleep;UNRATED;34472;110;70;Yekaterina Golubeva;894;Jean-Pol Fargeau;1994
0;Canal+;France;Bertrand Tavernier;Action;3119220;La fille de d'Artagnan;R;34570;125;59;Sophie Marceau;2764;Jean Cosmos;1994
330000000;Cecchi Gori Pictures;USA;David Fincher;Crime;1001256430;Se7en;R;34964;127;86;Morgan Freeman;1134655;Andrew Kevin Walker;1995
500000000;TriStar Pictures;USA;Joe Johnston;Action;1004752490;Jumanji;PG;35048;104;69;Robin Williams;232339;Jonathan Hensleigh;1995
720000000;Icon Entertainment International;USA;Mel Gibson;Biography;756000000;Braveheart;R;34843;178;84;Mel Gibson;807256;Randall Wallace;1995
60000000;PolyGram Filmed Entertainment;USA;Bryan Singer;Crime;233415680;The Usual Suspects;R;34957;106;86;Kevin Spacey;814470;Christopher McQuarrie;1995
600000000;Warner Bros.;USA;Michael Mann;Action;674368180;Heat;R;35048;170;82;Al Pacino;470080;Michael Mann;1995
120000000;Paramount Pictures;USA;Amy Heckerling;Comedy;566315720;Clueless;PG-13;34899;97;68;Alicia Silverstone;136975;Amy Heckerling;1995
550000000;Walt Disney Pictures;USA;Mike Gabriel;Animation;1416000000;Pocahontas;G;34873;81;67;Mel Gibson;133708;Carl Binder;1995
290000010;Universal Pictures;USA;Terry Gilliam;Mystery;571414590;Twelve Monkeys;R;35069;129;80;Bruce Willis;500403;Chris Marker;1995
300000000;Pixar Animation Studios;USA;John Lasseter;Animation;1917962330;Toy Story;G;35025;81;83;Tom Hanks;694113;John Lasseter;1995
1000000000;Warner Bros.;USA;Joel Schumacher;Action;1840311120;Batman Forever;PG-13;34866;121;54;Val Kilmer;203965;Bob Kane;1995
600000000;Eon Productions;UK;Martin Campbell;Action;1066000000;GoldenEye;PG-13;35020;130;72;Pierce Brosnan;209588;Ian Fleming;1995
520000000;Universal Pictures;France;Martin Scorsese;Crime;424383000;Casino;R;35025;178;82;Robert De Niro;367532;Nicholas Pileggi;1995
15000000;Guys Upstairs;USA;Larry Clark;Drama;74172100;Kids;UNRATED;34943;91;70;Leo Fitzpatrick;63097;Harmony Korine;1995
450000000;Carolco Pictures;France;Paul Verhoeven;Drama;203029610;Showgirls;NC-17;34964;128;47;Elizabeth Berkley;53325;Joe Eszterhas;1995
500000000;Universal Pictures;USA;Brad Silberling;Comedy;1003281940;Casper;PG;34845;100;60;Bill Pullman;94596;Joseph Oriolo;1995
0;Kôdansha;Japan;Mamoru Oshii;Animation;5159050;Ghost in the Shell;NOT RATED;35153;83;80;Atsuko Tanaka;101716;Shirow Masamune;1995
35000000;New Line Cinema;USA;F. Gary Gray;Comedy;274675640;Friday;R;34815;91;73;Ice Cube;82224;Ice Cube;1995
25000000;Castle Rock Entertainment;USA;Richard Linklater;Drama;55354050;Before Sunrise;R;34726;101;81;Ethan Hawke;207167;Richard Linklater;1995
180000000;New Line Cinema;USA;Paul W.S. Anderson;Action;704540980;Mortal Kombat;PG-13;34929;101;58;Christopher Lambert;87007;Ed Boon;1995
520000000;Universal Pictures;USA;Ron Howard;Adventure;1738379330;Apollo 13;PG;34880;140;76;Tom Hanks;224635;Jim Lovell;1995
200000000;United Artists;USA;Iain Softley;Comedy;75640000;Hackers;PG-13;34957;107;62;Jonny Lee Miller;57821;Rafael Moreu;1995
190000000;Don Simpson/Jerry Bruckheimer Films;USA;Michael Bay;Action;658070240;Bad Boys;R;34796;119;68;Will Smith;186965;George Gallo;1995
900000000;Cinergi Pictures Entertainment;USA;John McTiernan;Action;1000124990;Die Hard with a Vengeance;R;34838;128;76;Bruce Willis;317792;Jonathan Hensleigh;1995
100000000;Universal Pictures;USA;Tamra Davis;Comedy;255887500;Billy Madison;PG-13;34740;89;64;Adam Sandler;112423;Tim Herlihy;1995
1750000000;Universal Pictures;USA;Kevin Reynolds;Action;882462200;Waterworld;PG-13;34908;135;61;Kevin Costner;153742;Peter Rader;1995
500000000;Paramount Pictures;USA;Frank Marshall;Action;810221010;Congo;PG-13;34859;109;51;Laura Linney;36705;Michael Crichton;1995
160000000;Columbia Pictures Corporation;USA;Ang Lee;Drama;431827760;Sense and Sensibility;PG;35090;136;77;Emma Thompson;84237;Jane Austen;1995
302500000;Metro-Goldwyn-Mayer (MGM);USA;Barry Sonnenfeld;Comedy;720770000;Get Shorty;R;34992;105;69;Gene Hackman;66364;Elmore Leonard;1995
620000000;Universal Pictures;USA;Rob Reiner;Comedy;650000000;The American President;PG-13;35020;114;68;Michael Douglas;45293;Aaron Sorkin;1995
250000000;Trilogy Entertainment Group;USA;Rachel Talalay;Action;40643330;Tank Girl;R;34789;104;53;Lori Petty;26302;Alan Martin;1995
95000000;Caravan Pictures;USA;Victor Salva;Drama;308621460;Powder;PG-13;34999;111;66;Mary Steenburgen;25582;Victor Salva;1995
350000000;Metro-Goldwyn-Mayer (MGM);USA;Roger Donaldson;Action;600741030;Species;R;34887;108;58;Natasha Henstridge;64667;Dennis Feldman;1995
180000000;Club d'Investissement Média;France;Marc Caro;Fantasy;15130280;The City of Lost Children;R;35048;112;77;Ron Perlman;58437;Gilles Adrien;1995
36000000;Lumiere Pictures;France;Mike Figgis;Drama;319683470;Adiós a Las Vegas;R;35104;111;76;Nicolas Cage;99239;John O'Brien;1995
0;New Line Cinema;USA;Scott Kalvert;Biography;24244390;The Basketball Diaries;R;34810;102;73;Leonardo DiCaprio;86655;Jim Carroll;1995
70000000;Columbia Pictures Corporation;USA;Robert Rodriguez;Action;256251100;Desperado;R;34936;104;72;Antonio Banderas;147918;Robert Rodriguez;1995
0;Caravan Pictures;USA;Steven Brill;Comedy;176891770;Heavy Weights;PG;34747;100;67;Tom McGowan;21136;Judd Apatow;1995
0;Monarchy Enterprises B.V.;USA;Allan Moyle;Comedy;3038410;Empire Records;PG-13;34992;90;67;Anthony LaPaglia;40911;Carol Heikkinen;1995
300000000;Universal Pictures;Australia;Chris Noonan;Comedy;666000000;Babe, el puerquito valiente;G;34915;91;68;James Cromwell;100541;Dick King-Smith;1995
420000000;Lightstorm Entertainment;USA;Kathryn Bigelow;Action;79190000;Strange Days;R;34985;145;72;Ralph Fiennes;57697;James Cameron;1995
300000000;Morgan Creek Productions;USA;Steve Oedekerk;Adventure;1083855330;Ace Ventura: When Nature Calls;PG-13;35013;90;63;Jim Carrey;172305;Jack Bernstein;1995
40000000;Miramax;USA;Allison Anders;Comedy;43013310;Four Rooms;R;35058;98;67;Tim Roth;83723;Allison Anders;1995
0;Canal+;France;Mathieu Kassovitz;Crime;3098110;La Haine;NOT RATED;35118;98;81;Vincent Cassel;115435;Mathieu Kassovitz;1995
170000000;Hollywood Pictures;USA;Jon Turteltaub;Comedy;810570160;While You Were Sleeping;PG;34810;103;67;Sandra Bullock;76882;Daniel G. Sullivan;1995
320000000;TriStar Pictures;Japan;Sam Raimi;Action;186365370;Rápida y mortal;R;34740;107;64;Sharon Stone;73223;Simon Moore;1995
0;Universal Pictures;USA;Nick Castle;Adventure;294120500;Major Payne;PG-13;34782;100;62;Damon Wayans;24344;Joe Connelly;1995
700000000;Hollywood Pictures;USA;Danny Cannon;Action;346934810;Judge Dredd;R;34880;96;55;Sylvester Stallone;95091;John Wagner;1995
0;Walt Disney Pictures;USA;Kevin Lima;Animation;353485970;A Goofy Movie;G;34796;78;68;Bill Farmer;36877;Jymn Magon;1995
220000000;Universal Pictures;USA;John Carpenter;Horror;94175670;Village of the Damned;R;34817;99;56;Christopher Reeve;23569;John Wyndham;1995
0;Broadway Pictures;USA;Peter Segal;Adventure;327000000;Tommy Boy;PG-13;34789;97;71;Chris Farley;66163;Bonnie Turner;1995
170000000;Warner Bros.;USA;Alfonso Cuarón;Drama;100193070;A Little Princess;G;34838;97;77;Liesel Matthews;26945;Frances Hodgson Burnett;1995
120000000;Paramount Pictures;USA;Betty Thomas;Comedy;465761360;The Brady Bunch Movie;PG-13;34747;90;59;Shelley Long;18224;Sherwood Schwartz;1995
110000000;Havoc;UK;Tim Robbins;Crime;393872840;Dead Man Walking;R;35097;122;76;Susan Sarandon;77349;Helen Prejean;1995
250000000;Lancaster Gate;USA;Howard Deutch;Comedy;698700000;Grumpier Old Men;PG-13;35055;101;66;Walter Matthau;20718;Mark Steven Johnson;1995
0;Universal Pictures;USA;Beeban Kidron;Comedy;364741930;To Wong Foo Thanks for Everything, Julie Newmar;PG-13;34950;109;64;Wesley Snipes;22962;Douglas Carter Beane;1995
0;New Line Cinema;USA;Lesli Linka Glatter;Comedy;274000000;Now and Then;PG-13;34992;100;68;Christina Ricci;22719;I. Marlene King;1995
0;Dualstar Productions;USA;Andy Tennant;Comedy;194745890;It Takes Two;PG;35020;101;58;Kirstie Alley;16200;Deborah Dean Davis;1995
200000000;Regency Enterprises;USA;Jon Amiel;Drama;320519170;Copycat;R;34999;123;66;Sigourney Weaver;45066;Ann Biderman;1995
0;Castle Rock Entertainment;USA;Taylor Hackford;Crime;243618670;Dolores Claiborne;R;34782;132;74;Kathy Bates;30927;Stephen King;1995
150000000;Twentieth Century Fox Film Corporation;USA;Bryan Spicer;Action;378046160;Mighty Morphin Power Rangers: The Movie;PG;34880;95;51;Karan Ashley;21647;John Kamps;1995
500000000;Warner Bros.;USA;Wolfgang Petersen;Action;678235730;Outbreak;R;34768;127;66;Dustin Hoffman;95549;Laurence Dworet;1995
90000000;Pandora Filmproduktion;USA;Jim Jarmusch;Drama;10378470;Dead Man;R;35195;121;77;Johnny Depp;77407;Jim Jarmusch;1995
530000000;Hollywood Pictures;USA;Tony Scott;Action;914000000;Crimson Tide;R;34831;116;73;Gene Hackman;86579;Michael Schiffer;1995
240000000;Warner Bros.;USA;Clint Eastwood;Drama;715166170;The Bridges of Madison County;PG-13;34852;135;76;Clint Eastwood;58975;Richard LaGravenese;1995
230000000;Hollywood Pictures;USA;John N. Smith;Biography;849194010;Dangerous Minds;R;34922;99;64;Michelle Pfeiffer;40880;LouAnne Johnson;1995
200000000;Columbia Pictures Corporation;USA;Gus Van Sant;Comedy;212845140;To Die For;R;34978;106;68;Nicole Kidman;36974;Joyce Maynard;1995
0;Trimark Pictures;USA;Noah Baumbach;Comedy;7045430;Kicking and Screaming;R;34978;96;70;Josh Hamilton;7594;Noah Baumbach;1995
60000000;Gramercy Pictures (I);USA;Kevin Smith;Comedy;21225610;Mallrats;R;34992;94;72;Shannen Doherty;103484;Kevin Smith;1995
50000000;Halloween VI Productions;USA;Joe Chappelle;Horror;151166340;Halloween: The Curse of Michael Myers;R;34971;87;50;Donald Pleasence;22890;Debra Hill;1995
600000000;Warner Bros.;USA;Geoff Murphy;Action;500240830;Under Siege 2: Dark Territory;R;34894;100;54;Steven Seagal;38220;Richard Hatem;1995
250000000;TriStar Pictures;Canada;Robert Longo;Action;190760000;Johnny Mnemonic;R;34845;100;56;Keanu Reeves;58885;William Gibson;1995
0;Columbia Pictures Corporation;USA;John Singleton;Crime;382907230;Higher Learning;R;34710;127;65;Omar Epps;15576;John Singleton;1995
200000000;Twentieth Century Fox Film Corporation;USA;Alfonso Arau;Drama;500125070;A Walk in the Clouds;PG-13;34922;102;67;Keanu Reeves;26520;Robert Mark Kamen;1995
150000000;Sweetland Films;USA;Woody Allen;Comedy;67000000;Mighty Aphrodite;R;35013;95;71;Woody Allen;33697;Woody Allen;1995
500000000;Warner Bros.;France;Richard Donner;Action;303062680;Assassins;R;34978;132;63;Sylvester Stallone;67317;Lilly Wachowski;1995
580000000;Constellation Entertainment;Germany;Sydney Pollack;Comedy;536720800;Sabrina;PG;35048;127;63;Harrison Ford;31451;Samuel A. Taylor;1995
280000000;United Artists;USA;Michael Caton-Jones;Adventure;316000000;Rob Roy;R;34803;139;69;Liam Neeson;36234;Alan Sharp;1995
550000000;Columbia Pictures Corporation;USA;Jerry Zucker;Action;376004350;First Knight;PG-13;34887;134;59;Sean Connery;59052;Lorne Cameron;1995
300000000;Gaumont;France;Mel Brooks;Comedy;106936490;Drácula: Muerto pero feliz;PG-13;35055;88;58;Leslie Nielsen;32629;Mel Brooks;1995
980000000;Beckner/Gorman Productions;USA;Renny Harlin;Action;100173220;Cutthroat Island;PG-13;35055;124;56;Geena Davis;22527;Michael Frost Beckner;1995
130000000;Tales From The Crypt Holdings;USA;Ernest R. Dickerson;Action;210885680;Tales from the Crypt: Demon Knight;R;34712;92;67;Billy Zane;17728;Ethan Reiff;1995
220000000;Columbia Pictures Corporation;USA;Irwin Winkler;Action;507279650;The Net;PG-13;34908;114;59;Sandra Bullock;51864;John Brancato;1995
100000000;Caravan Pictures;USA;Albert Hughes;Action;242000000;Dead Presidents;R;34978;119;68;Larenz Tate;16395;Allen Hughes;1995
0;Polygram Filmed Entertainment;UK;Lawrence Kasdan;Comedy;388968540;French Kiss;PG-13;34824;111;66;Meg Ryan;40933;Adam Brooks;1995
450000000;Columbia Pictures Corporation;USA;Frank Oz;Drama;356175990;The Indian in the Cupboard;PG;34894;96;59;Hal Scardino;22044;Lynne Reid Banks;1995
230000000;Hollywood Pictures;USA;Stephen Herek;Drama;825699710;Mr. Holland's Opus;PG;35083;143;73;Richard Dreyfuss;31602;Patrick Sheane Duncan;1995
500000000;Allied Stars Ltd.;USA;Roland Joffé;Drama;104000000;The Scarlet Letter;R;34985;135;52;Demi Moore;12706;Nathaniel Hawthorne;1995
200000000;Eddie Murphy Productions;USA;Wes Craven;Comedy;197517360;Vampire in Brooklyn;R;34999;100;45;Eddie Murphy;18359;Eddie Murphy;1995
0;Amblimation;USA;Simon Wells;Animation;112687500;Balto;G;35055;100;71;Kevin Bacon;32984;Cliff Ruby;1995
150000000;Tapestry Films;USA;Michael Gottlieb;Adventure;134067170;A Kid in King Arthur's Court;PG;34922;89;48;Thomas Ian Nicholas;4897;Michael Part;1995
80000000;First Look International;USA;Gregory Widen;Action;161158780;The Prophecy;R;34943;98;66;Christopher Walken;25657;Gregory Widen;1995
300000000;Sandollar Productions;USA;Charles Shyer;Comedy;765940000;Father of the Bride Part II;PG;35041;106;59;Steve Martin;28658;Albert Hackett;1995
0;Alliance Communications Corporation;Canada;Patricia Rozema;Drama;11941520;When Night Is Falling;R;35020;94;67;Pascale Bussières;5706;Patricia Rozema;1995
8000000;Suburban Pictures;USA;Todd Solondz;Comedy;47710000;Welcome to the Dollhouse;R;35209;88;74;Heather Matarazzo;28073;Todd Solondz;1995
300000000;United Artists;USA;Walter Hill;Action;21678080;Wild Bill;R;35034;98;59;Jeff Bridges;5307;Peter Dexter;1995
200000000;Triumph Films;Canada;Christian Duguay;Sci-Fi;57818850;Asesinos cibernéticos;R;35090;108;64;Peter Weller;21565;Philip K. Dick;1995
65000000;Beacon Communications;USA;Melanie Mayron;Comedy;96859760;The Baby-Sitters Club;PG;34929;94;57;Schuyler Fisk;4594;Ann M. Martin;1995
80000000;FIT Productions;UK;Agnieszka Holland;Biography;3398890;Total Eclipse;R;35006;111;66;Leonardo DiCaprio;11309;Christopher Hampton;1995
300000000;Paramount Pictures;USA;Brett Leonard;Action;240480000;Virtuosity;R;34915;106;56;Denzel Washington;24720;Eric Bernt;1995
500000000;Cinergi Pictures Entertainment;USA;Oliver Stone;Biography;135609600;Nixon;R;35069;192;71;Anthony Hopkins;25426;Stephen J. Rivele;1995
500000000;Paramount Pictures;USA;William Friedkin;Crime;97950170;Jade;R;34985;95;52;David Caruso;9815;Joe Eszterhas;1995
120000000;Caravan Pictures;USA;Holly Goldberg Sloan;Comedy;177255000;The Big Green;PG;34971;100;55;Steve Guttenberg;7500;Holly Goldberg Sloan;1995
120000000;Seraphim Films;USA;Clive Barker;Horror;132930810;Lord of Illusions;R;34936;109;60;Scott Bakula;11887;Clive Barker;1995
75000000;Golden Harvest Company;Hong Kong;Stanley Tong;Action;323920470;Rumble in the Bronx;R;35118;104;67;Jackie Chan;32513;Edward Tang;1995
10000000;American Playhouse Theatrical Films;UK;Todd Haynes;Drama;5122450;Safe;R;34880;119;72;Julianne Moore;9448;Todd Haynes;1995
0;Warner Bros.;USA;Arne Glimcher;Action;368532220;Just Cause;R;34747;102;64;Sean Connery;20952;John Katzenbach;1995
100000000;Universal Pictures;USA;Jocelyn Moorhouse;Comedy;235741300;How to Make an American Quilt;PG-13;34978;117;62;Winona Ryder;9152;Whitney Otto;1995
0;Columbia Pictures Corporation;USA;Stacy Title;Comedy;4429650;The Last Supper;R;35160;92;68;Cameron Diaz;12713;Dan Rosen;1995
110000000;Castle Rock Entertainment;USA;Oliver Parker;Drama;21129510;Othello;R;35083;123;69;Laurence Fishburne;7965;Oliver Parker;1995
